dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
0513,Pansear,5,Fire,,High Temp Pokémon,0.6,11.0,Gluttony,Blaze,,50,53,48,53,48,64,316,1 Speed,190,50,63,Medium Fast,Field,,87.5,12.5,20,Ordinary
0514,Simisear,5,Fire,,Ember Pokémon,1.0,28.0,Gluttony,Blaze,,75,98,63,98,63,101,498,2 Speed,75,50,174,Medium Fast,Field,,87.5,12.5,20,Ordinary
0515,Panpour,5,Water,,Spray Pokémon,0.6,13.5,Gluttony,Torrent,,50,53,48,53,48,64,316,1 Speed,190,50,63,Medium Fast,Field,,87.5,12.5,20,Ordinary
0516,Simipour,5,Water,,Geyser Pokémon,1.0,29.0,Gluttony,Torrent,,75,98,63,98,63,101,498,2 Speed,75,50,174,Medium Fast,Field,,87.5,12.5,20,Ordinary
0517,Munna,5,Psychic,,Dream Eater Pokémon,0.6,23.3,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,292,1 HP,190,50,58,Fast,Field,,50.0,50.0,10,Ordinary
0518,Musharna,5,Psychic,,Drowsing Pokémon,1.1,60.5,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,487,2 HP,75,50,170,Fast,Field,,50.0,50.0,10,Ordinary
0519,Pidove,5,Normal,Flying,Tiny Pigeon Pokémon,0.3,2.1,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,264,1 Attack,255,50,53,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0520,Tranquill,5,Normal,Flying,Wild Pigeon Pokémon,0.6,15.0,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,358,2 Attack,120,50,125,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0521,Unfezant,5,Normal,Flying,Proud Pokémon,1.2,29.0,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,488,3 Attack,45,50,220,Medium Slow,Flying,,50.0,50.0,15,Ordinary
0522,Blitzle,5,Electric,,Electrified Pokémon,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,295,1 Speed,190,50,59,Medium Fast,Field,,50.0,50.0,20,Ordinary
0523,Zebstrika,5,Electric,,Thunderbolt Pokémon,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,497,2 Speed,75,50,174,Medium Fast,Field,,50.0,50.0,20,Ordinary
0524,Roggenrola,5,Rock,,Mantle Pokémon,0.4,18.0,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,280,1 Defense,255,50,56,Medium Slow,Mineral,,50.0,50.0,15,Ordinary
0525,Boldore,5,Rock,,Ore Pokémon,0.9,102.0,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,390,"1 Attack, 1 Defense",120,50,137,Medium Slow,Mineral,,50.0,50.0,15,Ordinary
0526,Gigalith,5,Rock,,Compressed Pokémon,1.7,260.0,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,515,3 Attack,45,50,232,Medium Slow,Mineral,,50.0,50.0,15,Ordinary
0527,Woobat,5,Psychic,Flying,Bat Pokémon,0.4,2.1,Unaware,Klutz,Simple,65,45,43,55,43,72,323,1 Speed,190,50,65,Medium Fast,Field ,Flying,50.0,50.0,15,Ordinary
0528,Swoobat,5,Psychic,Flying,Courting Pokémon,0.9,10.5,Unaware,Klutz,Simple,67,57,55,77,55,114,425,2 Speed,45,50,149,Medium Fast,Field ,Flying,50.0,50.0,15,Ordinary
0529,Drilbur,5,Ground,,Mole Pokémon,0.3,8.5,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,328,1 Attack,120,50,66,Medium Fast,Field,,50.0,50.0,20,Ordinary
0530,Excadrill,5,Ground,Steel,Subterrene Pokémon,0.7,40.4,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,508,2 Attack,60,50,178,Medium Fast,Field,,50.0,50.0,20,Ordinary
0531,Audino,5,Normal,,Hearing Pokémon,1.1,31.0,Healer,Regenerator,Klutz,103,60,86,60,86,50,445,2 HP,255,50,390,Fast,Fairy,,50.0,50.0,20,Ordinary
0532,Timburr,5,Fighting,,Muscular Pokémon,0.6,12.5,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,305,1 Attack,180,70,61,Medium Slow,Human-Like,,75.0,25.0,20,Ordinary
0533,Gurdurr,5,Fighting,,Muscular Pokémon,1.2,40.0,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,405,2 Attack,90,50,142,Medium Slow,Human-Like,,75.0,25.0,20,Ordinary
0534,Conkeldurr,5,Fighting,,Muscular Pokémon,1.4,87.0,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,505,3 Attack,45,50,227,Medium Slow,Human-Like,,75.0,25.0,20,Ordinary
0535,Tympole,5,Water,,Tadpole Pokémon,0.5,4.5,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,1 Speed,255,50,59,Medium Slow,Water 1,,50.0,50.0,20,Ordinary
0536,Palpitoad,5,Water,Ground,Vibration Pokémon,0.8,17.0,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,2 HP,120,50,134,Medium Slow,Water 1,,50.0,50.0,20,Ordinary
0537,Seismitoad,5,Water,Ground,Vibration Pokémon,1.5,62.0,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,3 HP,45,50,229,Medium Slow,Water 1,,50.0,50.0,20,Ordinary
0538,Throh,5,Fighting,,Judo Pokémon,1.3,55.5,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,2 HP,45,50,163,Medium Fast,Human-Like,,100.0,0.0,20,Ordinary
0539,Sawk,5,Fighting,,Karate Pokémon,1.4,51.0,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,2 Attack,45,50,163,Medium Fast,Human-Like,,100.0,0.0,20,Ordinary
0540,Sewaddle,5,Bug,Grass,Sewing Pokémon,0.3,2.5,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,1 Defense,255,50,62,Medium Slow,Bug,,50.0,50.0,15,Ordinary
0541,Swadloon,5,Bug,Grass,Leaf-Wrapped Pokémon,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,2 Defense,120,50,133,Medium Slow,Bug,,50.0,50.0,15,Ordinary
0542,Leavanny,5,Bug,Grass,Nurturing Pokémon,1.2,20.5,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,3 Attack,45,50,225,Medium Slow,Bug,,50.0,50.0,15,Ordinary
0543,Venipede,5,Bug,Poison,Centipede Pokémon,0.4,5.3,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,1 Defense,255,50,52,Medium Slow,Bug,,50.0,50.0,15,Ordinary
0544,Whirlipede,5,Bug,Poison,Curlipede Pokémon,1.2,58.5,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,2 Defense,120,50,126,Medium Slow,Bug,,50.0,50.0,15,Ordinary
0545,Scolipede,5,Bug,Poison,Megapede Pokémon,2.5,200.5,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,3 Speed,45,50,218,Medium Slow,Bug,,50.0,50.0,20,Ordinary
0546,Cottonee,5,Grass,Fairy,Cotton Puff Pokémon,0.3,0.6,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,1 Speed,190,50,56,Medium Fast,Fairy ,Grass,50.0,50.0,20,Ordinary
0547,Whimsicott,5,Grass,Fairy,Windveiled Pokémon,0.7,6.6,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,2 Speed,75,50,168,Medium Fast,Fairy ,Grass,50.0,50.0,20,Ordinary
0548,Petilil,5,Grass,,Bulb Pokémon,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,1 Sp. Atk,190,50,56,Medium Fast,Grass,,0.0,100.0,20,Ordinary
0549,Lilligant,5,Grass,,Flowering Pokémon,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,2 Sp. Atk,75,50,168,Medium Fast,Grass,,0.0,100.0,20,Ordinary
0550,Basculin,5,Water,,Hostile Pokémon,1.0,18.0,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,2 Speed,25,50,161,Medium Fast,Water 2,,50.0,50.0,40,Ordinary
0551,Sandile,5,Ground,Dark,Desert Croc Pokémon,0.7,15.2,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,1 Attack,180,50,58,Medium Slow,Field,,50.0,50.0,20,Ordinary
0552,Krokorok,5,Ground,Dark,Desert Croc Pokémon,1.0,33.4,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,2 Attack,90,50,123,Medium Slow,Field,,50.0,50.0,20,Ordinary
0553,Krookodile,5,Ground,Dark,Intimidation Pokémon,1.5,96.3,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,3 Attack,45,50,260,Medium Slow,Field,,50.0,50.0,20,Ordinary
0554,Darumaka,5,Fire,,Zen Charm Pokémon,0.6,37.5,Hustle,Inner Focus,,70,90,45,15,45,50,315,1 Attack,120,50,63,Medium Slow,Field,,50.0,50.0,20,Ordinary
0555,Darmanitan,5,Fire,,Blazing Pokémon,1.3,92.9,Sheer Force,Zen Mode,,105,140,55,30,55,95,480,2 Attack,60,50,168,Medium Slow,Field,,50.0,50.0,20,Ordinary
0556,Maractus,5,Grass,,Cactus Pokémon,1.0,28.0,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,2 Sp. Atk,255,50,161,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0557,Dwebble,5,Bug,Rock,Rock Inn Pokémon,0.3,14.5,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,1 Defense,190,50,65,Medium Fast,Bug ,Mineral,50.0,50.0,20,Ordinary
0558,Crustle,5,Bug,Rock,Stone Home Pokémon,1.4,200.0,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,2 Defense,75,50,170,Medium Fast,Bug ,Mineral,50.0,50.0,20,Ordinary
0559,Scraggy,5,Dark,Fighting,Shedding Pokémon,0.6,11.8,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,1 Attack,180,35,70,Medium Fast,Dragon ,Field,50.0,50.0,15,Ordinary
0560,Scrafty,5,Dark,Fighting,Hoodlum Pokémon,1.1,30.0,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,"1 Defense, 1 Sp. Def",90,50,171,Medium Fast,Dragon ,Field,50.0,50.0,15,Ordinary
0561,Sigilyph,5,Psychic,Flying,Avianoid Pokémon,1.4,14.0,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,2 Sp. Atk,45,50,172,Medium Fast,Flying,,50.0,50.0,20,Ordinary
0562,Yamask,5,Ghost,,Spirit Pokémon,0.5,1.5,Mummy,,,38,30,85,55,65,30,303,1 Defense,190,50,61,Medium Fast,Amorphous ,Mineral,50.0,50.0,25,Ordinary
0563,Cofagrigus,5,Ghost,,Coffin Pokémon,1.7,76.5,Mummy,,,58,50,145,95,105,30,483,2 Defense,90,50,169,Medium Fast,Amorphous ,Mineral,50.0,50.0,25,Ordinary
0564,Tirtouga,5,Water,Rock,Prototurtle Pokémon,0.7,16.5,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,1 Defense,45,50,71,Medium Fast,Water 1 ,Water 3,87.5,12.5,30,Fossil
0565,Carracosta,5,Water,Rock,Prototurtle Pokémon,1.2,81.0,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,2 Defense,45,50,173,Medium Fast,Water 1 ,Water 3,87.5,12.5,30,Fossil
0566,Archen,5,Rock,Flying,First Bird Pokémon,0.5,9.5,Defeatist,,,55,112,45,74,45,70,401,1 Attack,45,50,71,Medium Fast,Flying ,Water 3,87.5,12.5,30,Fossil
0567,Archeops,5,Rock,Flying,First Bird Pokémon,1.4,32.0,Defeatist,,,75,140,65,112,65,110,567,2 Attack,45,50,177,Medium Fast,Flying ,Water 3,87.5,12.5,30,Fossil
0568,Trubbish,5,Poison,,Trash Bag Pokémon,0.6,31.0,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,1 Speed,190,50,66,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0569,Garbodor,5,Poison,,Trash Heap Pokémon,1.9,107.3,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,2 Attack,60,50,166,Medium Fast,Mineral,,50.0,50.0,20,Ordinary
0570,Zorua,5,Dark,,Tricky Fox Pokémon,0.7,12.5,Illusion,,,40,65,40,80,40,65,330,1 Sp. Atk,75,50,66,Medium Slow,Field,,87.5,12.5,25,Ordinary
0571,Zoroark,5,Dark,,Illusion Fox Pokémon,1.6,81.1,Illusion,,,60,105,60,120,60,105,510,2 Sp. Atk,45,50,179,Medium Slow,Field,,87.5,12.5,20,Ordinary
0572,Minccino,5,Normal,,Chinchilla Pokémon,0.4,5.8,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,1 Speed,255,50,60,Fast,Field,,25.0,75.0,15,Ordinary
0573,Cinccino,5,Normal,,Scarf Pokémon,0.5,7.5,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,2 Speed,60,50,165,Fast,Field,,25.0,75.0,15,Ordinary
0574,Gothita,5,Psychic,,Fixation Pokémon,0.4,5.8,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,1 Sp. Def,200,50,58,Medium Slow,Human-Like,,25.0,75.0,20,Ordinary
0575,Gothorita,5,Psychic,,Manipulate Pokémon,0.7,18.0,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,2 Sp. Def,100,50,137,Medium Slow,Human-Like,,25.0,75.0,20,Ordinary
0576,Gothitelle,5,Psychic,,Astral Body Pokémon,1.5,44.0,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,3 Sp. Def,50,50,245,Medium Slow,Human-Like,,25.0,75.0,20,Ordinary
0577,Solosis,5,Psychic,,Cell Pokémon,0.3,1.0,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,1 Sp. Atk,200,50,58,Medium Slow,Amorphous,,50.0,50.0,20,Ordinary
0578,Duosion,5,Psychic,,Mitosis Pokémon,0.6,8.0,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,2 Sp. Atk,100,50,130,Medium Slow,Amorphous,,50.0,50.0,20,Ordinary
0579,Reuniclus,5,Psychic,,Multiplying Pokémon,1.0,20.1,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,3 Sp. Atk,50,50,221,Medium Slow,Amorphous,,50.0,50.0,20,Ordinary
0580,Ducklett,5,Water,Flying,Water Bird Pokémon,0.5,5.5,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,1 HP,190,50,61,Medium Fast,Flying ,Water 1,50.0,50.0,20,Ordinary
0581,Swanna,5,Water,Flying,White Bird Pokémon,1.3,24.2,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,2 Speed,45,50,166,Medium Fast,Flying ,Water 1,50.0,50.0,20,Ordinary
0582,Vanillite,5,Ice,,Fresh Snow Pokémon,0.4,5.7,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,1 Sp. Atk,255,50,61,Slow,Mineral,,50.0,50.0,20,Ordinary
0583,Vanillish,5,Ice,,Icy Snow Pokémon,1.1,41.0,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,2 Sp. Atk,120,50,138,Slow,Mineral,,50.0,50.0,20,Ordinary
0584,Vanilluxe,5,Ice,,Snowstorm Pokémon,1.3,57.5,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,3 Sp. Atk,45,50,241,Slow,Mineral,,50.0,50.0,20,Ordinary
0585,Deerling,5,Normal,Grass,Season Pokémon,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,1 Speed,190,50,67,Medium Fast,Field,,50.0,50.0,20,Ordinary
0586,Sawsbuck,5,Normal,Grass,Season Pokémon,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,2 Attack,75,50,166,Medium Fast,Field,,50.0,50.0,20,Ordinary
0587,Emolga,5,Electric,Flying,Sky Squirrel Pokémon,0.4,5.0,Static,Motor Drive,,55,75,60,75,60,103,428,2 Speed,200,50,150,Medium Fast,Field,,50.0,50.0,20,Ordinary
0588,Karrablast,5,Bug,,Clamping Pokémon,0.5,5.9,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,1 Attack,200,50,63,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0589,Escavalier,5,Bug,Steel,Cavalry Pokémon,1.0,33.0,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,2 Attack,75,50,173,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0590,Foongus,5,Grass,Poison,Mushroom Pokémon,0.2,1.0,Effect Spore,Regenerator,,69,55,45,55,55,15,294,1 HP,190,50,59,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0591,Amoonguss,5,Grass,Poison,Mushroom Pokémon,0.6,10.5,Effect Spore,Regenerator,,114,85,70,85,80,30,464,2 HP,75,50,162,Medium Fast,Grass,,50.0,50.0,20,Ordinary
0592,Frillish,5,Water,Ghost,Floating Pokémon,1.2,33.0,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,1 Sp. Def,190,50,67,Medium Fast,Amorphous,,50.0,50.0,20,Ordinary
0593,Jellicent,5,Water,Ghost,Floating Pokémon,2.2,135.0,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,2 Sp. Def,60,50,168,Medium Fast,Amorphous,,50.0,50.0,20,Ordinary
0594,Alomomola,5,Water,,Caring Pokémon,1.2,31.6,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,2 HP,75,50,165,Fast,Water 1 ,Water 2,50.0,50.0,40,Ordinary
0595,Joltik,5,Bug,Electric,Attaching Pokémon,0.1,0.6,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,1 Speed,190,50,64,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0596,Galvantula,5,Bug,Electric,EleSpider Pokémon,0.8,14.3,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,2 Speed,75,50,165,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0597,Ferroseed,5,Grass,Steel,Thorn Seed Pokémon,0.6,18.8,Iron Barbs,,,44,50,91,24,86,10,305,1 Defense,255,50,61,Medium Fast,Grass ,Mineral,50.0,50.0,20,Ordinary
0598,Ferrothorn,5,Grass,Steel,Thorn Pod Pokémon,1.0,110.0,Iron Barbs,Anticipation,,74,94,131,54,116,20,489,2 Defense,90,50,171,Medium Fast,Grass ,Mineral,50.0,50.0,20,Ordinary
0599,Klink,5,Steel,,Gear Pokémon,0.3,21.0,Plus,Minus,Clear Body,40,55,70,45,60,30,300,1 Defense,130,50,60,Medium Slow,Mineral,,,,20,Ordinary
0600,Klang,5,Steel,,Gear Pokémon,0.6,51.0,Plus,Minus,Clear Body,60,80,95,70,85,50,440,2 Defense,60,50,154,Medium Slow,Mineral,,,,20,Ordinary
0601,Klinklang,5,Steel,,Gear Pokémon,0.6,81.0,Plus,Minus,Clear Body,60,100,115,70,85,90,520,3 Defense,30,50,234,Medium Slow,Mineral,,,,20,Ordinary
0602,Tynamo,5,Electric,,EleFish Pokémon,0.2,0.3,Levitate,,,35,55,40,45,40,60,275,1 Speed,190,50,55,Slow,Amorphous,,50.0,50.0,20,Ordinary
0603,Eelektrik,5,Electric,,EleFish Pokémon,1.2,22.0,Levitate,,,65,85,70,75,70,40,405,2 Attack,60,50,142,Slow,Amorphous,,50.0,50.0,20,Ordinary
0604,Eelektross,5,Electric,,EleFish Pokémon,2.1,80.5,Levitate,,,85,115,80,105,80,50,515,3 Attack,30,50,258,Slow,Amorphous,,50.0,50.0,20,Ordinary
0605,Elgyem,5,Psychic,,Cerebral Pokémon,0.5,9.0,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,1 Sp. Atk,255,50,67,Medium Fast,Human-Like,,50.0,50.0,20,Ordinary
0606,Beheeyem,5,Psychic,,Cerebral Pokémon,1.0,34.5,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,2 Sp. Atk,90,50,170,Medium Fast,Human-Like,,50.0,50.0,20,Ordinary
0607,Litwick,5,Ghost,Fire,Candle Pokémon,0.3,3.1,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,1 Sp. Atk,190,50,55,Medium Slow,Amorphous,,50.0,50.0,20,Ordinary
0608,Lampent,5,Ghost,Fire,Lamp Pokémon,0.6,13.0,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,2 Sp. Atk,90,50,130,Medium Slow,Amorphous,,50.0,50.0,20,Ordinary
0609,Chandelure,5,Ghost,Fire,Luring Pokémon,1.0,34.3,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,3 Sp. Atk,45,50,234,Medium Slow,Amorphous,,50.0,50.0,20,Ordinary
0610,Axew,5,Dragon,,Tusk Pokémon,0.6,18.0,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,1 Attack,75,35,64,Slow,Dragon ,Monster,50.0,50.0,40,Ordinary
0611,Fraxure,5,Dragon,,Axe Jaw Pokémon,1.0,36.0,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,2 Attack,60,35,144,Slow,Dragon ,Monster,50.0,50.0,40,Ordinary
0612,Haxorus,5,Dragon,,Axe Jaw Pokémon,1.8,105.5,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,3 Attack,45,35,270,Slow,Dragon ,Monster,50.0,50.0,40,Ordinary
0613,Cubchoo,5,Ice,,Chill Pokémon,0.5,8.5,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,1 Attack,120,50,61,Medium Fast,Field,,50.0,50.0,20,Ordinary
0614,Beartic,5,Ice,,Freezing Pokémon,2.6,260.0,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,2 Attack,60,50,177,Medium Fast,Field,,50.0,50.0,20,Ordinary
0615,Cryogonal,5,Ice,,Crystallizing Pokémon,1.1,148.0,Levitate,,,80,50,50,95,135,105,515,2 Sp. Def,25,50,180,Medium Fast,Mineral,,,,25,Ordinary
0616,Shelmet,5,Bug,,Snail Pokémon,0.4,7.7,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,1 Defense,200,50,61,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0617,Accelgor,5,Bug,,Shell Out Pokémon,0.8,25.3,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,2 Speed,75,50,173,Medium Fast,Bug,,50.0,50.0,15,Ordinary
0618,Stunfisk,5,Ground,Electric,Trap Pokémon,0.7,11.0,Static,Limber,Sand Veil,109,66,84,81,99,32,471,2 HP,75,70,165,Medium Fast,Amorphous ,Water 1,50.0,50.0,20,Ordinary
0619,Mienfoo,5,Fighting,,Martial Arts Pokémon,0.9,20.0,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,1 Attack,180,50,70,Medium Slow,Field ,Human-Like,50.0,50.0,25,Ordinary
0620,Mienshao,5,Fighting,,Martial Arts Pokémon,1.4,35.5,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,2 Attack,45,50,179,Medium Slow,Field ,Human-Like,50.0,50.0,25,Ordinary
0621,Druddigon,5,Dragon,,Cave Pokémon,1.6,139.0,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,2 Attack,45,50,170,Medium Fast,Dragon ,Monster,50.0,50.0,30,Ordinary
0622,Golett,5,Ground,Ghost,Automaton Pokémon,1.0,92.0,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,1 Attack,190,50,61,Medium Fast,Mineral,,,,25,Ordinary
0623,Golurk,5,Ground,Ghost,Automaton Pokémon,2.8,330.0,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483,2 Attack,90,50,169,Medium Fast,Mineral,,,,25,Ordinary
0624,Pawniard,5,Dark,Steel,Sharp Blade Pokémon,0.5,10.2,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340,1 Attack,120,35,68,Medium Fast,Human-Like,,50.0,50.0,20,Ordinary
0625,Bisharp,5,Dark,Steel,Sword Blade Pokémon,1.6,70.0,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490,2 Attack,45,35,172,Medium Fast,Human-Like,,50.0,50.0,20,Ordinary
0626,Bouffalant,5,Normal,,Bash Buffalo Pokémon,1.6,94.6,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,2 Attack,45,50,172,Medium Fast,Field,,50.0,50.0,20,Ordinary
0627,Rufflet,5,Normal,Flying,Eaglet Pokémon,0.5,10.5,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,1 Attack,190,50,70,Slow,Flying,,100.0,0.0,20,Ordinary
0628,Braviary,5,Normal,Flying,Valiant Pokémon,1.5,41.0,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,2 Attack,60,50,179,Slow,Flying,,100.0,0.0,20,Ordinary
0629,Vullaby,5,Dark,Flying,Diapered Pokémon,0.5,9.0,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,1 Defense,190,35,74,Slow,Flying,,0.0,100.0,20,Ordinary
0630,Mandibuzz,5,Dark,Flying,Bone Vulture Pokémon,1.2,39.5,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,2 Sp. Atk,60,35,179,Slow,Flying,,0.0,100.0,20,Ordinary
0631,Heatmor,5,Fire,,Anteater Pokémon,1.4,58.0,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,2 Sp. Atk,90,50,169,Medium Fast,Field,,50.0,50.0,20,Ordinary
0632,Durant,5,Bug,Steel,Iron Ant Pokémon,0.3,33.0,Swarm,Hustle,Truant,58,109,112,48,48,109,484,2 Defense,90,50,169,Medium Fast,Bug,,50.0,50.0,20,Ordinary
0633,Deino,5,Dark,Dragon,Irate Pokémon,0.8,17.3,Hustle,,,52,65,50,45,50,38,300,1 Attack,45,35,60,Slow,Dragon,,50.0,50.0,40,Ordinary
0634,Zweilous,5,Dark,Dragon,Hostile Pokémon,1.4,50.0,Hustle,,,72,85,70,65,70,58,420,2 Attack,45,35,147,Slow,Dragon,,50.0,50.0,40,Ordinary
0635,Hydreigon,5,Dark,Dragon,Brutal Pokémon,1.8,160.0,Levitate,,,92,105,90,125,90,98,600,3 Sp. Atk,45,35,300,Slow,Dragon,,50.0,50.0,40,Ordinary
0636,Larvesta,5,Bug,Fire,Torch Pokémon,1.1,28.8,Flame Body,Swarm,,55,85,55,50,55,60,360,1 Attack,45,50,72,Slow,Bug,,50.0,50.0,40,Ordinary
0637,Volcarona,5,Bug,Fire,Sun Pokémon,1.6,46.0,Flame Body,Swarm,,85,60,65,135,105,100,550,3 Sp. Atk,15,50,275,Slow,Bug,,50.0,50.0,40,Ordinary
0638,Cobalion,5,Steel,Fighting,Iron Will Pokémon,2.1,250.0,Justified,,,91,90,129,90,72,108,580,3 Defense,3,35,261,Slow,Undiscovered,,,,80,Legendary
0639,Terrakion,5,Rock,Fighting,Cavern Pokémon,1.9,260.0,Justified,,,91,129,90,72,90,108,580,3 Attack,3,35,261,Slow,Undiscovered,,,,80,Legendary
0640,Virizion,5,Grass,Fighting,Grassland Pokémon,2.0,200.0,Justified,,,91,90,72,90,129,108,580,3 Sp. Def,3,35,261,Slow,Undiscovered,,,,80,Legendary
